,tag,quote
0, burdens,"Constantly stopping to explain oneself may expand into a frustrating burden for the rare individual, so ceasing to do so is like finally dropping the weights and sprinting towards his goals. Those who insincerely misunderstand, who intentionally distort the motives of a pure-intentioned individual, then, no longer have the opportunity to block his path; instead, they are the ones left to stand on the sidelines shouting frustratedly in the wind of his trail."
0, change,Change is in the air. This change reminds us that we are made and beautifully sculpted by the same power that orchestrates the change of season. Let this be the season you embrace and align yourself with this change.
0, dreams-inspirational,"Participate in your own dreams, don’t just say what you want or complain about what you don’t have."
0, life,"For some unknown reason, success usually occurs in private, while failure occurs infull view."
0, destination,"When you establish a destination by defining what you want, then take physical action by making choices that move you towards that destination, the possibility for success is limitless and arrival at the destination is inevitable."
0, designer,"Chanel is an institution, and you have to treat an institution like a whore – and then you get something out of her"
0, bakuman,There are going to be times when you learn more about the world you’re entering and feel defeated when you see the gap between the ideal and the reality… But that’s something we’ll all face. The people that face those obstacles and overcome them are people whose dreams come true.
0, life,"According to the moral absolutism that characterizes McCandless's beliefs, a challenge in which a successful outcome is assured isn't a challenge at all."
0, blame,"We may place blame, give reasons, and even have excuses; but in the end, it is an act of cowardice to not follow your dreams."
0, intent,Live your vision and demand your success.
0, choice,Your dream is a reality that is waiting for you to materialize. Today is a new day! Don’t let your history interfere with your destiny! Learn from your past so that it can empower your present and propel you to greatness
0, goals,"While intent is the seed of manifestation, action is the water that nourishes the seed. Your actions must reflect your goals in order to achieve true success."
0, change,"Interrupt your thoughts of ""I should"", with your action of doing."
0, believing-vs-knowing,"What do you think will be more effective when it comes to succeeding, believing you can or KNOWING you will? Let today be the last day you took timid steps of belief and start taking confident steps of purpose-driven knowing!"
0, choice,"Make a pact with yourself today to not be defined by your past. Instead, shake things up today! Live through today. Don’t just exist through it - LIVE through it!"
0, breathe,"Become the leader of your life. Lead yourself to where you want to be. Breathe life back into your ambitions, your desires, your goals, your relationships."
0, choices,You cannot continue on the same path and arrive at a different destination. Make the choice to have your actions reflect your goals.
0, action,Stop just cheering for others who are living their visions. Commit yourself to your own success and follow the steps required to achieve it.
0, confidence,You’ve got to be sure of yourself beforeYou can ever win a prize.
0, dedication,The speed of your success is limited only by your dedication and what you're willing to sacrifice
0, inspirational,"Start shaping your own day. Start walking your own walk. This journey is yours, take charge of it. Stop giving other people the power to shape your life."
0, passion,"In theory, the risk of business failure can be reduced to a number, the probability of failure multiplied by the cost of failure. Sure, this turns out to be a subjective analysis, but in the process your own attitudes toward financial risk and reward are revealed.By contrast, personal risk usually defies quantification. It's a matter of values and priorities, an expression of who you are. ""Playing it safe"" may simply mean you do not weigh heavily the compromises inherent in the status quo. The financial rewards of the moment may fully compensate you for the loss of time and fulfillment. Or maybe you just don't think about it. On the other hand, if time and satisfaction are precious, truly priceless, you will find the cost of business failure, so long as it does not put in peril the well-being of you or your family, pales in comparison with the personal risks of no trying to live the life you want today.Considering personal risk forces us to define personal success. We may well discover that the business failure we avoid and the business success we strive for do not lead us to personal success at all. Most of us have inherited notions of ""success"" from someone else or have arrived at these notions by facing a seemingly endless line of hurdles extending from grade school through college and into our careers. We constantly judge ourselves against criteria that others have set and rank ourselves against others in their game. Personal goals, on the other hand, leave us on our own, without this habit of useless measurement and comparison.Only the Whole Life Plan leads to personal success. It has the greatest chance of providing satisfaction and contentment that one can take to the grave, tomorrow. In the Deferred Life Plan there will always be another prize to covet, another distraction, a new hunger to sate. You will forever come up short."
